time,x,y,heading_deg,steer_deg,xte,target_idx
226.47,44.848,6.009,179.90,0.58,0.134,1043
226.59,44.663,5.996,179.94,-0.05,0.017,1044
226.69,44.493,6.015,179.94,0.79,0.116,1044
226.80,44.385,5.992,179.98,-0.29,0.011,1045
226.91,44.190,5.994,179.97,-0.20,0.115,1045
227.03,44.065,5.980,179.95,-0.69,0.023,1046
227.14,43.893,5.982,179.91,-0.61,0.121,1046
227.24,43.757,6.002,179.88,0.32,0.017,1047
227.35,43.579,6.035,179.89,1.79,0.113,1047
227.46,43.428,5.989,-180.00,-0.44,0.045,1048
227.57,43.313,5.983,179.98,-0.70,0.144,1048
227.68,43.129,5.984,179.93,-0.52,0.044,1049
227.79,42.955,5.992,179.90,-0.17,0.087,1049
227.89,42.854,6.031,179.89,1.40,0.033,1050
228.00,42.710,6.020,179.98,0.91,0.145,1050
228.11,42.575,5.964,-179.97,-1.44,0.037,1051
228.22,42.406,5.989,179.94,-0.38,0.143,1051
228.34,42.282,6.026,179.92,1.14,0.032,1052
228.45,42.102,6.010,179.99,0.44,0.140,1052
228.56,41.963,5.993,-179.98,-0.30,0.007,1053
228.67,41.789,5.990,180.00,-0.43,0.129,1053
228.79,41.638,6.010,179.97,0.43,0.024,1054
228.89,41.479,5.958,180.00,-1.88,0.128,1054
229.00,41.347,5.991,179.88,-0.16,0.015,1055
229.10,41.181,5.979,179.88,-0.70,0.126,1055
229.22,41.054,6.017,179.83,0.97,0.017,1056
229.32,40.913,6.021,179.89,1.14,0.145,1056
229.44,40.719,6.001,179.96,0.10,0.036,1057
229.55,40.614,6.026,179.97,1.19,0.143,1057
229.65,40.412,6.026,-179.96,0.97,0.048,1058
229.77,40.327,6.024,-179.91,0.85,0.128,1058
229.89,40.172,6.006,-179.85,-0.04,0.022,1059
229.99,39.998,6.017,-179.86,0.44,0.150,1059
230.10,39.884,6.000,-179.83,-0.30,0.035,1060
230.20,39.657,6.021,-179.85,0.66,0.112,1060
230.30,39.587,6.030,-179.81,0.77,0.050,1061
230.40,39.403,6.008,-179.76,-0.12,0.144,1061
230.51,39.198,6.034,-179.77,0.94,0.058,1062
230.61,39.103,6.016,-179.71,0.15,0.143,1062
230.72,38.927,5.999,-179.70,-0.59,0.016,1063
230.82,38.810,5.995,-179.74,-0.72,0.134,1063
230.93,38.652,6.000,-179.78,-0.40,0.011,1064
231.04,38.475,6.027,-179.81,0.81,0.138,1064
231.15,38.339,5.986,-179.76,-1.01,0.014,1065
231.25,38.176,5.980,-179.82,-1.22,0.140,1065
231.35,38.064,5.996,-179.89,-0.35,0.026,1066
231.47,37.881,5.999,-179.91,-0.23,0.145,1066
231.59,37.755,6.016,-179.93,0.46,0.025,1067
231.69,37.604,6.032,-179.90,1.18,0.136,1067
231.80,37.417,6.009,-179.83,0.02,0.019,1068
231.90,37.315,5.984,-179.83,-1.02,0.120,1068
232.02,37.152,6.007,-179.89,0.06,0.021,1069
232.12,36.999,6.020,-179.88,0.65,0.135,1069
232.23,36.852,5.969,-179.84,-1.48,0.038,1070
232.34,36.744,6.002,-179.93,-0.05,0.086,1070
232.44,36.538,6.007,-179.94,0.17,0.012,1071
232.55,36.374,5.989,-179.93,-0.64,0.148,1071
232.66,36.238,5.968,-179.96,-1.30,0.034,1072
232.77,36.097,6.036,179.96,1.63,0.134,1072
232.87,35.941,5.975,-179.94,-1.06,0.030,1073
232.97,35.800,5.991,179.99,-0.37,0.125,1073
233.08,35.639,6.012,179.97,0.50,0.020,1074
233.19,35.509,6.009,180.00,0.36,0.114,1074
233.30,35.339,6.001,-179.98,-0.01,0.018,1075
233.41,35.196,6.022,-179.98,0.91,0.127,1075
233.52,35.064,6.010,-179.93,0.23,0.046,1076
233.63,34.885,5.990,-179.91,-0.61,0.134,1076
233.74,34.720,5.968,-179.95,-1.35,0.033,1077
233.84,34.605,5.994,179.97,-0.21,0.112,1077
233.95,34.459,6.018,179.96,0.74,0.048,1078
234.05,34.291,6.005,-180.00,0.20,0.124,1078
234.17,34.152,6.002,-179.99,0.04,0.039,1079
234.27,33.984,5.986,-179.98,-0.64,0.130,1079
234.37,33.846,6.002,179.98,0.12,0.035,1080
234.49,33.724,6.006,179.99,0.26,0.088,1080
234.59,33.528,5.975,-180.00,-0.96,0.031,1081
234.70,33.398,6.015,179.94,0.72,0.112,1081
234.80,33.261,6.030,179.99,1.14,0.062,1082
234.92,33.078,6.022,-179.94,0.82,0.131,1082
235.02,32.961,5.989,-179.90,-0.59,0.056,1083
235.12,32.837,5.991,-179.93,-0.51,0.070,1083
235.24,32.666,6.004,-179.96,0.09,0.062,1084
235.34,32.503,5.994,-179.96,-0.32,0.101,1084
235.44,32.344,6.014,-179.98,0.49,0.045,1085
235.55,32.161,6.000,-179.95,-0.09,0.140,1085
235.67,32.051,5.984,-179.95,-0.67,0.053,1086
235.78,31.917,6.002,-179.99,0.06,0.083,1086
235.88,31.740,6.013,-179.99,0.47,0.044,1087
236.00,31.588,6.001,-179.96,-0.04,0.110,1087
236.09,31.448,5.986,-179.96,-0.59,0.053,1088
236.21,31.311,6.002,-180.00,0.09,0.085,1088
236.32,31.148,5.987,-179.99,-0.48,0.056,1089
236.42,30.969,5.978,179.98,-0.91,0.127,1089
236.54,30.831,5.965,179.92,-1.20,0.053,1090
236.65,30.706,6.015,179.85,0.91,0.088,1090
236.75,30.548,6.020,179.91,0.91,0.061,1091
236.86,30.418,6.034,179.96,1.46,0.080,1091
236.96,30.223,5.982,-179.95,-0.79,0.039,1092
237.07,30.065,5.968,-180.00,-1.35,0.128,1092
237.17,29.951,5.982,179.92,-0.52,0.066,1093
237.29,29.800,6.005,179.89,0.42,0.087,1093
237.39,29.626,6.007,179.91,0.41,0.041,1094
237.50,29.497,5.980,179.94,-0.72,0.090,1094
237.61,29.307,5.997,179.90,0.09,0.024,1095
237.72,29.216,5.998,179.90,0.12,0.067,1095
237.84,29.064,5.977,179.91,-0.69,0.087,1096
237.94,28.904,5.985,179.87,-0.37,0.079,1096
238.05,28.750,6.021,179.84,1.05,0.074,1097
238.16,28.586,5.987,179.91,-0.36,0.094,1097
238.27,28.418,5.983,179.89,-0.45,0.044,1098
238.38,28.317,6.010,179.86,0.67,0.061,1098
238.49,28.153,6.000,179.90,0.19,0.078,1099
238.59,28.004,6.021,179.91,1.04,0.075,1099
238.71,27.878,5.977,179.97,-0.97,0.107,1099
238.81,27.681,5.997,179.91,0.03,0.093,1100
238.92,27.550,5.999,179.92,0.10,0.078,1101
239.03,27.399,5.975,179.92,-0.86,0.077,1101
239.13,27.253,5.997,179.87,0.11,0.084,1102
239.24,27.117,5.993,179.88,-0.06,0.053,1102
239.34,26.921,5.981,179.87,-0.48,0.056,1103
239.44,26.803,6.013,179.84,0.81,0.066,1103
239.55,26.662,5.990,179.89,-0.25,0.097,1103
239.66,26.520,5.996,179.88,0.06,0.046,1104
239.75,26.347,5.993,179.88,-0.04,0.084,1105
239.86,26.188,6.021,179.88,1.08,0.079,1105
239.97,26.010,5.979,179.95,-0.70,0.052,1106
240.07,25.926,6.011,179.90,0.63,0.038,1106
240.17,25.745,6.000,179.94,0.12,0.085,1106
240.29,25.577,5.999,179.95,0.07,0.084,1107
240.39,25.441,5.991,179.95,-0.25,0.083,1108
240.49,25.324,5.957,179.94,-1.58,0.055,1108
240.59,25.157,6.000,179.84,0.30,0.100,1108
240.70,24.965,6.012,179.86,0.75,0.092,1109
240.80,24.865,6.009,179.91,0.57,0.110,1109
240.92,24.706,5.985,179.94,-0.48,0.051,1110
241.03,24.501,5.991,179.91,-0.16,0.049,1111
241.14,24.422,6.024,179.90,1.13,0.039,1111
241.25,24.214,6.002,179.97,0.14,0.063,1112
241.35,24.123,6.025,179.98,1.02,0.037,1112
241.47,23.989,5.984,-179.96,-0.77,0.141,1112
241.59,23.772,6.008,179.99,0.35,0.077,1113
241.71,23.636,6.020,-179.99,0.88,0.091,1113
241.82,23.519,6.034,-179.93,1.23,0.044,1114
241.92,23.331,5.988,-179.86,-0.81,0.086,1114
242.02,23.173,5.963,-179.91,-1.67,0.081,1115
242.14,23.064,6.009,179.99,0.42,0.121,1115
242.25,22.865,6.007,-179.98,0.24,0.079,1116
242.37,22.749,5.996,-179.97,-0.25,0.108,1116
242.47,22.624,6.026,-179.98,1.01,0.032,1117
242.59,22.395,6.016,-179.92,0.44,0.057,1118
242.69,22.331,6.005,-179.90,0.01,0.010,1118
242.80,22.160,5.989,-179.90,-0.70,0.122,1118
242.91,22.012,6.029,-179.94,1.03,0.038,1119
243.02,21.873,5.985,-179.88,-0.88,0.138,1119
243.12,21.701,6.011,-179.93,0.31,0.037,1120
243.24,21.553,5.991,-179.91,-0.58,0.119,1120
243.35,21.416,6.009,-179.95,0.25,0.020,1121
243.45,21.233,5.994,-179.93,-0.39,0.101,1121
243.55,21.094,6.001,-179.95,-0.03,0.038,1122
243.67,20.941,5.993,-179.96,-0.41,0.111,1122
243.78,20.773,5.996,-179.98,-0.19,0.057,1123
243.89,20.692,6.008,-179.99,0.34,0.138,1123
243.99,20.516,6.018,-179.97,0.64,0.021,1124
244.10,20.323,5.982,-179.93,-0.96,0.099,1124
244.21,20.193,5.975,-179.99,-1.00,0.042,1125
244.31,20.044,6.015,179.95,0.76,0.120,1125
244.42,19.897,5.969,179.99,-1.23,0.042,1126
244.54,19.736,5.990,179.92,-0.31,0.114,1126
244.64,19.600,6.006,179.90,0.40,0.023,1127
244.75,19.428,5.987,179.93,-0.45,0.108,1127
244.87,19.284,5.982,179.90,-0.52,0.041,1128
244.99,19.164,5.994,179.87,-0.02,0.145,1128
245.10,18.998,6.002,179.87,0.33,0.021,1129
245.21,18.845,5.971,179.89,-1.08,0.131,1129
245.31,18.661,5.973,179.82,-0.75,0.062,1130
245.42,18.534,6.016,179.78,1.14,0.120,1130
245.52,18.388,6.007,179.85,0.56,0.028,1131
245.64,18.270,6.017,179.88,0.98,0.146,1131
245.74,18.061,6.043,179.94,1.84,0.067,1132
245.85,17.927,5.957,-179.95,-2.02,0.123,1132
245.95,17.841,6.015,179.93,0.70,0.034,1133
246.06,17.663,5.997,179.97,-0.06,0.148,1133
246.16,17.469,6.012,179.97,0.56,0.043,1134
246.26,17.326,5.980,180.00,-0.90,0.120,1134
246.37,17.173,6.034,179.94,1.44,0.048,1135
246.47,17.076,5.980,-179.97,-0.91,0.133,1135
246.59,16.882,5.995,179.98,-0.15,0.025,1136
246.69,16.740,6.003,179.97,0.19,0.136,1136
246.80,16.587,6.002,179.98,0.12,0.017,1137
246.90,16.477,6.000,179.99,0.03,0.126,1137
247.01,16.295,6.007,179.99,0.31,0.010,1138
247.12,16.123,6.032,-179.99,1.39,0.127,1138
247.22,16.026,6.019,-179.91,0.56,0.032,1139
247.32,15.876,5.994,-179.88,-0.49,0.124,1139
247.43,15.682,6.027,-179.91,0.87,0.031,1140
247.54,15.532,6.036,-179.85,1.31,0.141,1140
247.66,15.393,5.999,-179.78,-0.47,0.003,1141
247.76,15.239,6.011,-179.80,0.10,0.145,1141
247.87,15.079,5.996,-179.80,-0.54,0.016,1142
247.97,14.920,6.015,-179.83,0.35,0.128,1142
248.09,14.816,5.991,-179.81,-0.70,0.025,1143
248.19,14.656,6.002,-179.85,-0.20,0.136,1143
248.30,14.517,6.015,-179.86,0.31,0.031,1144
248.42,14.367,6.005,-179.84,-0.07,0.123,1144
248.52,14.176,5.990,-179.85,-0.69,0.017,1145
248.63,14.054,5.994,-179.89,-0.48,0.134,1145
248.74,13.892,5.995,-179.92,-0.34,0.007,1146
248.84,13.718,6.024,-179.94,0.94,0.135,1146
248.94,13.584,5.992,-179.88,-0.54,0.008,1147
249.04,13.445,6.036,-179.91,1.39,0.145,1147
249.15,13.310,6.006,-179.83,-0.07,0.028,1148
249.25,13.143,5.949,-179.84,-2.51,0.149,1148
249.37,12.997,6.025,-179.99,0.93,0.030,1149
249.47,12.876,5.994,-179.93,-0.40,0.105,1149
249.58,12.679,6.004,-179.95,0.06,0.004,1150
249.68,12.540,5.992,-179.95,-0.43,0.140,1150
249.79,12.412,6.003,-179.98,0.08,0.034,1151
249.90,12.231,5.973,-179.97,-1.22,0.148,1151
250.01,12.070,6.006,179.96,0.30,0.008,1152
250.12,11.935,6.002,179.97,0.15,0.140,1152
250.22,11.770,5.972,179.98,-1.08,0.029,1153
250.32,11.680,5.982,179.92,-0.58,0.095,1153
250.43,11.512,6.005,179.88,0.38,0.040,1154
250.54,11.317,5.980,179.91,-0.70,0.149,1154
250.64,11.159,5.996,179.86,0.10,0.012,1155
250.75,11.009,5.968,179.87,-1.14,0.145,1155
250.85,10.867,5.979,179.80,-0.45,0.021,1156
250.96,10.739,6.028,179.78,1.65,0.132,1156
251.07,10.587,5.965,179.87,-1.11,0.041,1157
251.17,10.425,6.018,179.81,1.13,0.142,1157
251.28,10.272,6.022,179.88,1.08,0.023,1158
251.40,10.135,6.045,179.94,2.05,0.137,1158
251.50,10.022,5.992,-179.94,-0.43,0.060,1159
251.62,9.869,5.979,-179.96,-0.96,0.096,1159
251.73,9.695,6.005,179.98,0.23,0.035,1160
251.84,9.527,5.986,179.99,-0.57,0.134,1160
251.94,9.369,6.019,179.96,0.82,0.022,1161
252.04,9.265,5.998,-179.99,-0.09,0.093,1161
252.15,9.048,6.039,-180.00,1.50,0.040,1162
252.26,8.924,5.980,-179.91,-1.03,0.134,1162
252.37,8.798,5.998,-179.97,-0.14,0.043,1163
252.47,8.644,6.003,-179.98,0.07,0.110,1163
252.59,8.558,6.006,-179.97,0.20,0.105,1163
252.69,8.349,6.009,-179.96,0.32,0.105,1164
252.80,8.184,5.998,-179.94,-0.17,0.034,1165
252.92,8.066,6.014,-179.95,0.50,0.086,1165
253.02,7.896,6.015,-179.92,0.41,0.049,1166
253.13,7.749,5.988,-179.90,-0.69,0.100,1166
253.24,7.566,6.018,-179.94,0.56,0.026,1167
253.36,7.440,6.014,-179.90,0.39,0.108,1167
253.47,7.290,6.028,-179.88,0.84,0.053,1168
253.58,7.142,6.031,-179.83,0.99,0.108,1168
253.69,6.999,6.019,-179.77,0.29,0.058,1169
253.80,6.876,6.005,-179.75,-0.26,0.067,1169
253.91,6.720,5.998,-179.77,-0.48,0.078,1170
254.03,6.557,6.010,-179.80,0.04,0.085,1170
254.14,6.380,5.981,-179.80,-1.10,0.045,1171
254.24,6.259,5.988,-179.86,-0.76,0.081,1171
254.35,6.106,5.990,-179.91,-0.55,0.069,1172
254.45,5.946,5.984,-179.94,-0.79,0.093,1172
254.57,5.818,5.991,-179.99,-0.35,0.082,1173
254.68,5.641,5.972,179.99,-1.13,0.099,1173
254.78,5.510,5.998,179.92,0.05,0.076,1174
254.89,5.357,6.030,179.93,1.37,0.082,1174
255.00,5.200,6.019,-179.99,0.67,0.070,1175
255.10,5.049,5.997,-179.95,-0.22,0.083,1175
255.20,4.884,5.968,-179.96,-1.26,0.062,1176
255.30,4.743,5.994,179.96,-0.18,0.087,1176
255.41,4.597,6.027,179.95,1.09,0.074,1177
255.52,4.470,6.040,-179.99,1.59,0.070,1177
255.64,4.294,6.002,-179.89,-0.13,0.068,1178
255.74,4.147,5.993,-179.90,-0.50,0.080,1178
255.85,3.983,6.001,-179.93,-0.08,0.059,1179
255.95,3.851,5.996,-179.93,-0.30,0.073,1179
256.06,3.681,5.991,-179.95,-0.42,0.059,1180
256.17,3.543,5.990,-179.98,-0.46,0.080,1180
256.29,3.393,5.990,180.00,-0.37,0.073,1181
256.39,3.315,5.952,179.97,-1.80,0.048,1181
256.50,3.070,5.930,179.87,-2.37,0.087,1182
256.61,2.928,6.031,179.72,1.80,0.096,1182
256.71,2.821,5.989,179.83,-0.18,0.105,1182
256.82,2.681,5.993,179.82,0.06,0.037,1183
256.92,2.501,5.970,179.82,-1.02,0.091,1183
257.03,2.344,6.012,179.76,-30.51,0.072,1184
257.13,2.197,5.978,177.74,-30.40,0.087,1184
257.24,2.040,6.002,175.72,-30.46,0.074,1184
257.35,1.893,6.015,173.70,-30.46,0.083,1184
257.46,1.742,5.998,171.68,-30.36,0.070,1184
257.56,1.595,6.059,169.66,-30.46,0.104,1184
257.66,1.449,6.082,167.64,-30.44,0.102,1184
257.77,1.300,6.085,165.62,-30.35,0.125,1184
257.87,1.184,6.154,163.61,-40.00,0.067,1234
257.99,0.997,6.182,160.72,-40.00,0.096,1233
258.09,0.884,6.240,157.84,-40.00,0.135,1233
258.19,0.719,6.304,154.96,-40.00,0.271,1233
258.30,0.592,6.366,152.07,-40.00,0.317,1233
258.40,0.499,6.440,149.19,-40.00,0.409,1233
258.51,0.319,6.518,146.30,-40.00,0.505,1232
258.61,0.255,6.614,143.42,-40.00,0.604,1232
258.71,0.076,6.686,140.53,-40.00,0.691,1232
258.82,-0.022,6.795,137.65,-40.00,0.795,1232
258.94,-0.146,6.859,134.76,-40.00,0.871,1231
259.04,-0.229,6.976,131.88,-40.00,1.003,1231
259.16,-0.324,7.089,128.99,-40.00,0.967,1231
259.26,-0.432,7.207,126.11,-40.00,0.903,1231
259.37,-0.540,7.341,123.22,-40.00,0.852,1231
259.49,-0.596,7.452,120.34,-40.00,0.809,1231
259.59,-0.654,7.599,117.46,-40.00,0.767,1231
259.69,-0.730,7.717,114.57,-40.00,0.782,1230
259.80,-0.835,7.859,111.69,-40.00,0.846,1230
259.92,-0.879,7.981,108.80,-40.00,0.879,1230
260.02,-0.936,8.144,105.92,-40.00,0.947,1230
260.14,-0.960,8.314,103.03,-40.00,1.011,1230
260.25,-0.974,8.469,100.15,-40.00,1.081,1229
260.36,-1.029,8.597,97.26,-40.00,1.190,1229
260.45,-1.012,8.705,94.38,-40.00,1.233,1229
260.57,-1.043,8.818,91.49,-40.00,1.326,1229
260.68,-1.081,9.001,88.61,-40.00,1.473,1229
260.79,-1.062,9.158,85.72,-40.00,1.571,1228
260.90,-1.047,9.318,82.84,-40.00,1.683,1228
261.02,-1.055,9.469,79.96,-40.00,1.809,1228
261.13,-1.004,9.606,77.07,-40.00,1.895,1228
261.24,-0.934,9.775,74.19,-40.00,2.006,1227
261.35,-0.956,9.920,71.30,-40.00,2.145,1227
261.45,-0.843,10.058,68.42,-40.00,2.224,1226
261.57,-0.801,10.210,65.53,-40.00,2.351,1226
261.69,-0.705,10.340,62.65,-40.00,2.444,1225
261.79,-0.664,10.501,59.76,-40.00,2.588,1224
261.90,-0.626,10.597,56.88,-40.00,2.671,1224
262.01,-0.555,10.688,53.99,-40.00,2.744,1224
262.12,-0.488,10.825,51.11,-40.00,2.867,1224
262.23,-0.317,10.971,48.22,-40.00,2.988,1224
262.34,-0.225,11.094,45.34,-40.00,3.102,1224
262.45,-0.162,11.182,42.46,-40.00,3.186,1224
262.56,-0.012,11.260,39.57,-40.00,3.260,1224
262.67,0.066,11.383,36.69,-40.00,3.384,1224
262.77,0.231,11.464,33.80,-40.00,3.464,1225
262.89,0.317,11.545,30.92,-40.00,3.546,1225
263.00,0.486,11.599,28.03,-40.00,3.600,1226
263.11,0.601,11.661,25.15,-40.00,3.661,1226
263.22,0.746,11.742,22.26,-40.00,3.744,1226
263.32,0.876,11.827,19.38,-40.00,3.827,1227
263.42,1.030,11.866,16.49,-40.00,3.868,1227
263.54,1.182,11.915,13.61,-40.00,3.915,1228
263.64,1.330,11.952,10.72,-40.00,3.954,1228
263.74,1.431,11.974,7.84,-40.00,3.975,1229
263.85,1.612,11.978,4.96,-40.00,3.980,1229
263.95,1.737,11.990,2.07,-40.00,3.991,1230
264.05,1.935,11.984,-0.81,-40.00,3.986,1230
264.16,2.034,12.015,-3.70,-40.00,4.016,1231
264.26,2.145,11.961,-6.58,-40.00,3.961,1231
264.38,2.395,11.985,-9.47,-40.00,3.985,1232
264.48,2.514,11.949,-12.35,-40.00,3.951,1232
264.59,2.664,11.893,-15.24,-40.00,3.894,1233
264.70,2.774,11.868,-18.12,-40.00,3.868,1233
264.80,2.925,11.823,-21.01,-40.00,3.825,1234
264.91,3.071,11.763,-23.89,-40.00,3.764,1234
265.02,3.220,11.717,-26.78,-40.00,3.718,1235
265.14,3.370,11.640,-29.66,-40.00,3.640,1235
265.24,3.485,11.571,-32.54,-40.00,3.574,1236
265.36,3.581,11.503,-35.43,-40.00,3.504,1236
265.47,3.708,11.403,-38.31,-40.00,3.404,1236
265.57,3.825,11.358,-41.20,-40.00,3.360,1237
265.69,3.987,11.238,-44.08,-40.00,3.238,1237
265.79,4.064,11.105,-46.97,-40.00,3.108,1237
265.90,4.160,11.023,-49.85,-40.00,3.024,1238
266.00,4.287,10.904,-52.74,-40.00,2.905,1238
266.12,4.339,10.783,-55.62,-40.00,2.785,1238
266.23,4.436,10.627,-58.51,-40.00,2.628,1239
266.34,4.480,10.491,-61.39,-34.98,2.491,1240
266.45,4.571,10.357,-63.80,-11.95,2.357,1242
266.56,4.654,10.266,-64.52,0.07,2.270,1243
266.66,4.717,10.122,-64.52,21.15,2.125,1245
266.77,4.791,10.014,-63.19,20.16,2.014,1245
266.89,4.840,9.871,-61.93,27.73,1.871,1246
266.99,4.908,9.758,-60.12,31.56,1.760,1247
267.10,4.982,9.567,-58.01,33.48,1.574,1247
267.22,5.056,9.444,-55.74,35.92,1.446,1248
267.33,5.175,9.298,-53.24,37.54,1.299,1249
267.44,5.244,9.201,-50.60,37.02,1.206,1249
267.55,5.319,9.092,-48.01,37.12,1.098,1250
267.66,5.429,8.974,-45.41,37.38,0.974,1250
267.77,5.531,8.886,-42.78,36.44,0.891,1251
267.87,5.642,8.761,-40.24,37.12,0.766,1251
267.98,5.797,8.708,-37.64,35.09,0.710,1252
268.09,5.893,8.551,-35.23,36.81,0.570,1252
268.20,6.050,8.497,-32.65,34.55,0.497,1253
268.30,6.138,8.434,-30.29,33.88,0.446,1253
268.42,6.282,8.353,-27.98,32.32,0.358,1254
268.54,6.393,8.270,-25.80,32.60,0.275,1254
268.64,6.505,8.177,-23.61,33.31,0.223,1254
268.75,6.683,8.169,-21.35,29.61,0.174,1255
268.85,6.774,8.145,-19.39,28.30,0.196,1255
268.97,6.942,8.070,-17.54,26.96,0.070,1256
269.07,7.090,8.000,-15.79,27.90,0.146,1256
269.18,7.225,8.009,-13.97,23.51,0.023,1257
269.28,7.390,7.909,-12.48,25.94,0.171,1257
269.39,7.509,7.881,-10.80,22.61,0.125,1258
269.49,7.685,7.867,-9.37,22.46,0.192,1258
269.61,7.837,7.811,-7.95,20.67,0.190,1259
269.72,7.975,7.817,-6.65,19.65,0.222,1259
269.83,8.108,7.846,-5.43,15.16,0.159,1260
269.95,8.260,7.769,-4.50,17.57,0.255,1260
270.07,8.417,7.801,-3.41,13.38,0.203,1261
270.17,8.594,7.753,-2.59,15.16,0.284,1261
270.27,8.718,7.770,-1.66,11.46,0.233,1262
270.38,8.873,7.749,-0.96,12.17,0.277,1262
270.50,9.016,7.766,-0.22,9.06,0.237,1263
270.59,9.214,7.768,0.33,9.36,0.274,1263
270.70,9.337,7.750,0.90,7.81,0.251,1264
270.81,9.443,7.742,1.37,7.92,0.271,1264
270.90,9.607,7.784,1.85,4.70,0.223,1265
271.02,9.806,7.740,2.13,7.03,0.298,1265
271.13,9.940,7.789,2.55,3.37,0.212,1266
271.24,10.079,7.776,2.75,4.16,0.253,1266
271.34,10.233,7.786,3.00,2.62,0.216,1267
271.44,10.353,7.770,3.16,3.47,0.246,1267
271.56,10.554,7.830,3.37,0.35,0.170,1268
271.67,10.638,7.775,3.39,2.78,0.237,1268
271.78,10.815,7.811,3.56,0.64,0.197,1269
271.89,10.949,7.824,3.60,0.43,0.194,1269
272.00,11.106,7.828,3.62,-0.17,0.183,1270
272.11,11.246,7.844,3.61,-0.44,0.173,1270
272.22,11.427,7.866,3.59,-1.44,0.142,1271
272.34,11.591,7.852,3.50,-0.44,0.191,1271
272.44,11.730,7.873,3.47,-1.51,0.134,1272
272.55,11.876,7.878,3.38,-1.37,0.159,1272
272.65,11.993,7.878,3.30,-0.99,0.147,1272
272.76,12.174,7.864,3.24,-0.50,0.168,1273
272.87,12.312,7.911,3.21,-2.46,0.111,1274
272.99,12.434,7.889,3.06,-1.25,0.125,1274
273.10,12.577,7.938,2.99,-3.13,0.120,1274
273.20,12.787,7.943,2.80,-2.96,0.122,1275
273.32,12.915,7.896,2.62,-0.87,0.123,1276
273.42,13.056,7.951,2.57,-2.87,0.089,1276
273.53,13.232,7.955,2.40,-2.66,0.067,1277
273.65,13.346,7.966,2.24,-2.84,0.071,1277
273.74,13.494,7.953,2.07,-1.97,0.103,1277
273.85,13.664,7.988,1.95,-3.20,0.080,1278
273.97,13.850,7.978,1.76,-2.37,0.042,1279
274.08,13.975,7.975,1.62,-2.03,0.092,1279
274.19,14.144,7.960,1.49,-1.21,0.060,1280
274.30,14.270,7.994,1.42,-2.45,0.082,1280
274.40,14.388,8.007,1.27,-2.85,0.102,1280
274.51,14.583,7.992,1.10,-1.75,0.093,1281
274.62,14.703,7.970,1.00,-0.62,0.094,1281
274.72,14.856,8.053,0.96,-3.95,0.082,1282
274.84,15.006,8.002,0.72,-1.54,0.088,1282
274.94,15.175,8.025,0.63,-2.24,0.084,1283
275.05,15.305,7.999,0.50,-0.93,0.091,1283
275.16,15.418,7.979,0.44,0.01,0.030,1284
275.27,15.639,7.987,0.44,-0.33,0.060,1285
275.37,15.774,7.988,0.42,-0.30,0.076,1285
275.47,15.899,8.017,0.40,-1.57,0.102,1285
275.58,16.080,8.004,0.31,-0.77,0.080,1286
275.69,16.205,8.029,0.26,-1.84,0.102,1286
275.80,16.396,8.006,0.15,-0.56,0.095,1287
275.90,16.512,8.026,0.12,-1.44,0.096,1287
276.02,16.644,8.000,0.03,-0.07,0.040,1288
276.12,16.810,8.032,0.03,-1.53,0.101,1288
276.24,16.983,8.001,-0.06,0.08,0.078,1289
276.36,17.115,7.977,-0.06,1.14,0.095,1289
276.46,17.285,8.028,0.01,-1.16,0.082,1290
276.58,17.399,7.980,-0.06,1.03,0.112,1290
276.69,17.585,8.012,0.00,-0.50,0.076,1291
276.79,17.727,7.985,-0.03,0.61,0.086,1292
276.90,17.871,7.988,0.01,0.46,0.061,1292
277.00,18.011,8.034,0.04,-1.61,0.108,1292
277.11,18.179,8.037,-0.06,-1.39,0.075,1293
277.22,18.333,8.030,-0.14,-0.84,0.088,1294
277.32,18.472,8.016,-0.19,-0.29,0.059,1294
277.44,18.616,7.972,-0.21,1.68,0.104,1294
277.55,18.776,7.999,-0.11,0.26,0.059,1295
277.66,18.913,8.022,-0.09,-0.79,0.109,1295
277.76,19.045,7.996,-0.14,0.41,0.026,1296
277.87,19.236,8.008,-0.12,-0.10,0.085,1297
277.97,19.359,8.047,-0.12,-1.65,0.061,1297
278.07,19.523,8.023,-0.22,-0.62,0.103,1297
278.18,19.651,7.992,-0.26,0.81,0.030,1298
278.28,19.843,8.006,-0.21,0.16,0.082,1299
278.39,19.965,8.005,-0.20,0.16,0.041,1299
278.50,20.117,8.018,-0.19,-0.41,0.111,1299
278.61,20.302,8.012,-0.21,-0.11,0.076,1300
278.72,20.429,7.997,-0.22,0.57,0.099,1300
278.83,20.509,7.994,-0.19,0.56,0.020,1301
278.94,20.725,7.994,-0.15,0.60,0.106,1301
279.05,20.873,8.003,-0.12,0.11,0.043,1302
279.16,21.003,8.006,-0.11,-0.03,0.129,1302
279.27,21.167,7.973,-0.11,1.29,0.044,1303
279.38,21.356,7.990,-0.03,0.41,0.079,1304
279.49,21.432,8.036,-0.01,-1.36,0.036,1304
279.60,21.620,8.005,-0.09,-0.04,0.115,1304
279.72,21.776,8.021,-0.09,-0.66,0.045,1305
279.83,21.928,8.029,-0.13,-1.03,0.114,1305
279.94,22.059,8.051,-0.20,-1.63,0.055,1306
280.04,22.223,7.965,-0.29,2.14,0.121,1306
